customer_id,first_name,last_name,email,city,state,age,gender,signup_date,loyalty_tier
C00072,Tanay,Vaidya,qgara@example.org,Ahmedabad,Gujarat,28,Other,2025-03-21,Gold
C00073,Bhanumati,Varma,girik34@example.org,Chennai,Tamil Nadu,29,Male,2026-05-29,Bronze
C00074,Rushil,Din,batrayash@example.com,Kolkata,West Bengal,33,Female,2022-10-16,Silver
C00075,Elijah,Shah,thayer@example.net,Pune,Maharashtra,48,Female,2026-04-30,Gold
C00076,Leena,Talwar,jkohli@example.net,Bengaluru,Karnataka,32,Female,2024-10-31,Silver
C00077,Abdul,Chhabra,lkanda@example.net,Mumbai,Maharashtra,22,Male,2024-12-25,Bronze
C00078,Zarna,Shetty,krishjairaj@example.com,New Delhi,Delhi,52,Female,2024-04-21,Bronze
C00079,Kiaan,Shetty,saanvi98@example.com,Chennai,Tamil Nadu,29,Female,2025-01-30,Platinum
C00080,Sanaya,Dutt,qsengupta@example.org,Pune,Maharashtra,45,Female,2023-03-15,Silver
C00081,Aradhana,Verma,rkhare@example.com,Mumbai,Maharashtra,25,Female,2023-09-05,Silver
C00082,Faras,Mangal,anitanayak@example.com,Mumbai,Maharashtra,45,Female,2022-07-28,Gold
C00083,Faris,Devi,vihaanrajagopal@example.net,Bengaluru,Karnataka,30,Female,2022-10-14,Bronze
C00084,Michael,Kala,sachdevanikita@example.com,New Delhi,Delhi,57,Female,2024-09-10,Gold
C00085,Unnati,Sagar,jhaveriosha@example.com,New Delhi,Delhi,50,Female,2024-11-10,Bronze
C00086,Anmol,Rai,wahuja@example.com,Mumbai,Maharashtra,53,Female,2024-11-20,Bronze
C00087,Madhavi,Saini,vinayakanda@example.com,Kolkata,West Bengal,29,Female,2022-09-30,Bronze
C00088,Rajata,Sunder,ramachandrangayathri@example.net,Bengaluru,Karnataka,37,Female,2026-07-18,Bronze
C00089,Nidhi,Gandhi,ndatta@example.net,Bengaluru,Karnataka,38,Female,2022-11-16,Bronze
C00090,Avi,Ramesh,chackopriya@example.org,Pune,Maharashtra,28,Female,2023-11-22,Bronze
C00091,Triya,Gopal,ladladli@example.com,New Delhi,Delhi,39,Female,2023-01-27,Platinum
C00092,Siddharth,Sha,geetika64@example.com,Pune,Maharashtra,32,Male,2024-10-21,Bronze
C00093,Zayyan,Bumb,vbahl@example.net,Pune,Maharashtra,57,Male,2023-11-18,Bronze
C00094,Charles,Palla,ekapadbaria@example.org,Mumbai,Maharashtra,54,Female,2023-01-06,Silver
C00095,Yug,Iyengar,duawilliam@example.org,Bengaluru,Karnataka,27,Female,2025-03-06,Bronze
C00096,Urvashi,Contractor,udyatikunda@example.com,Hyderabad,Telangana,45,Female,2025-12-12,Gold
C00097,Oliver,Contractor,deepachokshi@example.net,New Delhi,Delhi,21,Female,2023-12-10,Gold
C00098,Atharv,Muni,tranganathan@example.org,Pune,Maharashtra,47,Female,2025-10-18,Platinum
C00099,Faqid,Kibe,mitrajai@example.net,Bengaluru,Karnataka,57,Male,2024-01-24,Gold
C00100,Benjamin,Palan,eprabhakar@example.net,Mumbai,Maharashtra,46,Male,2023-06-22,Silver
C00101,Harita,Arora,gsuri@example.com,Bengaluru,Karnataka,33,Male,2025-02-03,Bronze
C00102,Janaki,Sharaf,radhikagoda@example.net,Hyderabad,Telangana,58,Female,2023-10-30,Bronze
C00103,Anamika,Yohannan,bshroff@example.net,New Delhi,Delhi,35,Female,2025-03-25,Gold
C00104,Amrita,Naidu,gabrielmallick@example.com,Pune,Maharashtra,32,Female,2025-09-13,Bronze
C00105,Yagnesh,Shetty,bnayar@example.com,Pune,Maharashtra,44,Female,2024-03-21,Bronze
C00106,Ekta,Gopal,wkala@example.com,Pune,Maharashtra,42,Male,2024-03-10,Silver
C00107,Harini,Mammen,advaith83@example.org,New Delhi,Delhi,42,Female,2023-04-26,Gold
C00108,Wyatt,Ray,skhosla@example.com,Mumbai,Maharashtra,44,Female,2024-05-11,Silver
C00109,Vritti,Sem,chanderchaitaly@example.org,Hyderabad,Telangana,49,Female,2025-04-23,Bronze
C00110,Nidhi,Kohli,jyoti78@example.net,Pune,Maharashtra,60,Female,2024-08-29,Bronze
C00111,Hemangini,Sandal,indira74@example.com,Pune,Maharashtra,26,Other,2023-12-04,Silver
C00112,Zayan,Kashyap,hansdiya@example.org,Ahmedabad,Gujarat,54,Female,2023-03-24,Bronze
C00113,Qasim,Handa,vedamalhotra@example.net,Mumbai,Maharashtra,29,Female,2023-12-16,Bronze
C00114,Barkha,Chaudhry,chamankaran@example.com,Pune,Maharashtra,39,Male,2024-09-17,Bronze
C00115,Praneel,Mittal,wallajonathan@example.com,Hyderabad,Telangana,34,Male,2024-03-07,Bronze
C00116,Chakradev,Bhagat,jonathan71@example.org,New Delhi,Delhi,40,Female,2026-04-03,Bronze
C00117,Bhavani,Singh,vsastry@example.org,Kolkata,West Bengal,19,Male,2026-04-27,Bronze
C00118,Charan,Krishnan,ecomar@example.com,Pune,Maharashtra,33,Female,2025-09-09,Silver
C00119,Vyanjana,Borah,doshimanthan@example.net,Bengaluru,Karnataka,47,Female,2025-04-28,Silver
C00120,Daksha,Chada,jagatsaha@example.net,Pune,Maharashtra,25,Male,2023-02-21,Bronze
C00121,Upkaar,Virk,cseshadri@example.com,Mumbai,Maharashtra,19,Male,2023-04-20,Silver
C00122,Pushti,Mody,chaudharysarthak@example.net,Ahmedabad,Gujarat,43,Male,2024-06-10,Bronze
C00123,Siddharth,Lalla,dugarwriddhish@example.org,Bengaluru,Karnataka,33,Female,2023-01-11,Silver
C00124,Falan,Dugar,regeshravya@example.net,Chennai,Tamil Nadu,25,Male,2023-03-07,Silver
C00125,Upma,Manne,katabhavya@example.net,Pune,Maharashtra,45,Female,2023-07-23,Bronze
C00126,Barkha,Setty,kauraishani@example.net,New Delhi,Delhi,44,Male,2026-06-23,Bronze
C00127,Rudra,Sandal,karmanthan@example.com,Kolkata,West Bengal,47,Female,2022-12-25,Bronze
C00128,Lucky,Bora,gandhidamyanti@example.net,New Delhi,Delhi,35,Female,2022-11-24,Gold
C00129,Bhavya,Sarna,sidhudaksha@example.net,Hyderabad,Telangana,45,Male,2023-12-09,Silver
C00130,Neha,Magar,fsarma@example.net,Mumbai,Maharashtra,23,Female,2025-03-03,Bronze
C00131,Balveer,Sankaran,zashil01@example.org,Hyderabad,Telangana,57,Female,2023-05-08,Bronze
C00132,Ansh,Luthra,gillupma@example.net,Bengaluru,Karnataka,29,Female,2024-09-21,Bronze
C00133,Riya,Mall,rajataswamy@example.org,Mumbai,Maharashtra,56,Female,2024-12-23,Bronze
C00134,Upma,Pall,unath@example.net,Pune,Maharashtra,23,Female,2025-06-22,Bronze
C00135,Henry,Dyal,nisha74@example.net,Bengaluru,Karnataka,48,Female,2025-03-13,Bronze
C00136,Nandini,Bansal,uchakrabarti@example.com,Hyderabad,Telangana,36,Female,2026-01-09,Silver
C00137,Ekiya,D’Alia,avarkey@example.net,Mumbai,Maharashtra,41,Female,2023-04-14,Silver
C00138,Turvi,Sachdev,guhazarna@example.com,Mumbai,Maharashtra,39,Female,2023-06-17,Bronze
C00139,Wishi,Sathe,janiamara@example.net,Mumbai,Maharashtra,25,Male,2025-04-02,Bronze
C00140,Karan,Mani,hsundaram@example.org,New Delhi,Delhi,29,Female,2022-09-04,Silver
C00141,Wriddhish,Dutt,akshay86@example.org,Mumbai,Maharashtra,51,Female,2023-03-29,Platinum
C00142,Umang,Comar,pdalal@example.org,Chennai,Tamil Nadu,32,Female,2024-11-19,Bronze
C00143,Wishi,Manne,ojasvi77@example.org,New Delhi,Delhi,35,Female,2025-11-01,Bronze
C00144,Tanmayi,Dhillon,mhalder@example.net,Mumbai,Maharashtra,58,Male,2025-11-02,Bronze
C00145,Laban,Boase,oeshi58@example.com,Chennai,Tamil Nadu,36,Female,2023-04-30,Bronze
C00146,Aarnav,Mandal,vrishti27@example.net,Pune,Maharashtra,34,Male,2026-04-04,Bronze
C00147,Veda,Pai,krishna75@example.org,Hyderabad,Telangana,49,Female,2024-04-19,Silver
C00148,William,Rajagopal,nirjabassi@example.com,Pune,Maharashtra,54,Male,2025-09-16,Bronze
C00149,Urvashi,Raj,fdoshi@example.org,Pune,Maharashtra,44,Female,2023-06-02,Silver
C00150,Jonathan,Thakkar,harish71@example.net,Pune,Maharashtra,42,Female,2023-08-13,Bronze
C00151,Tanmayi,Aurora,nimratdubey@example.org,Chennai,Tamil Nadu,37,Female,2024-02-21,Bronze
C00152,Upasna,Lanka,mitali15@example.net,Kolkata,West Bengal,31,Female,2025-12-27,Bronze
C00153,Lajita,Nadig,nbanik@example.org,Pune,Maharashtra,29,Female,2025-03-14,Bronze
C00154,Wahab,Mani,gautamsaraf@example.org,Mumbai,Maharashtra,56,Female,2022-09-06,Bronze
C00155,Harish,Sawhney,chandanibalakrishnan@example.org,Mumbai,Maharashtra,47,Female,2024-12-16,Bronze
C00156,Ekta,Bhalla,jagrati56@example.org,Mumbai,Maharashtra,55,Female,2023-01-15,Gold
C00157,Yash,Wali,kgole@example.org,Mumbai,Maharashtra,32,Female,2023-06-29,Gold
C00158,Farhan,Raja,widishadhar@example.org,Hyderabad,Telangana,21,Female,2026-02-22,Bronze
C00159,Triya,Kumar,qkumer@example.org,New Delhi,Delhi,36,Female,2023-05-10,Bronze
C00160,Udyati,Mani,ethansathe@example.com,Mumbai,Maharashtra,35,Female,2024-04-15,Bronze
C00161,Chandani,Samra,tanmayi43@example.com,Pune,Maharashtra,45,Male,2026-04-28,Silver
C00162,Vasudha,Chhabra,lakshmiparmer@example.net,Pune,Maharashtra,54,Female,2025-04-06,Bronze
C00163,Chakrika,Merchant,randhawaanvi@example.org,Hyderabad,Telangana,54,Female,2025-01-13,Silver
C00164,Chandran,Taneja,victor95@example.org,Bengaluru,Karnataka,46,Male,2022-11-22,Bronze
C00165,Ranveer,Krishna,gunbirbaral@example.com,Bengaluru,Karnataka,49,Male,2022-12-26,Bronze
C00166,Ridhi,Bandi,karan14@example.com,Mumbai,Maharashtra,60,Female,2024-09-29,Bronze
C00167,Ojasvi,Gill,kevinzacharia@example.com,Mumbai,Maharashtra,36,Female,2023-10-08,Bronze
C00168,Yachana,Mahajan,aarinisubramaniam@example.com,Hyderabad,Telangana,47,Female,2026-05-04,Bronze
C00169,Hamsini,Contractor,jborra@example.org,Pune,Maharashtra,50,Male,2024-04-12,Bronze
C00170,Mekhala,Pau,ranaakshay@example.com,Chennai,Tamil Nadu,44,Female,2023-12-15,Silver
C00171,Jatin,Sha,adweta96@example.net,Bengaluru,Karnataka,58,Female,2023-10-02,Bronze
C00172,Kamya,Chokshi,urishillabakshi@example.net,Mumbai,Maharashtra,36,Female,2025-10-23,Silver
C00173,Falak,Kant,shettychasmum@example.net,Pune,Maharashtra,56,Male,2023-01-05,Silver
C00174,Nilima,Dada,chakradevbarad@example.com,Mumbai,Maharashtra,53,Female,2026-06-20,Bronze
C00175,Waida,D’Alia,keerkrishna@example.com,Chennai,Tamil Nadu,47,Male,2025-11-28,Silver
C00176,Sudiksha,Prabhakar,adubey@example.net,Pune,Maharashtra,36,Female,2022-07-12,Bronze
C00177,Hardik,Suri,cmammen@example.net,Chennai,Tamil Nadu,33,Female,2023-11-24,Bronze
C00178,Kamala,Kalla,psaxena@example.com,Pune,Maharashtra,50,Male,2023-03-09,Bronze
C00179,Hardik,Pillai,darsh64@example.org,Pune,Maharashtra,39,Male,2024-03-21,Silver
C00180,Jason,Sha,kalaansh@example.org,Hyderabad,Telangana,37,Male,2024-12-16,Silver
C00181,Gauri,Kohli,sameshbiswas@example.net,New Delhi,Delhi,46,Female,2025-09-17,Bronze
C00182,Sarthak,Kalita,falgunidivan@example.net,Bengaluru,Karnataka,42,Female,2023-07-02,Bronze
C00183,Aarnav,Malhotra,kalpitzachariah@example.com,Pune,Maharashtra,33,Female,2022-08-20,Bronze
C00184,Owen,Choudhary,deepalexander@example.com,Hyderabad,Telangana,38,Male,2026-04-20,Silver
C00185,Wazir,Naik,ghoshalka@example.org,Hyderabad,Telangana,60,Male,2024-05-19,Silver
C00186,Jonathan,Sama,bhattvamakshi@example.com,Pune,Maharashtra,26,Female,2026-05-04,Silver
C00187,Janaki,Varghese,sethyahvi@example.org,Chennai,Tamil Nadu,24,Female,2024-01-29,Bronze
C00188,Caleb,Verma,tara00@example.com,New Delhi,Delhi,59,Male,2024-03-31,Bronze
C00189,Neelima,Sandhu,swaminathansachi@example.org,Hyderabad,Telangana,39,Female,2025-01-22,Bronze
C00190,Faris,Nagy,dominicdate@example.com,Pune,Maharashtra,52,Female,2024-09-14,Bronze
C00191,Ekta,Raj,sudiksha89@example.com,New Delhi,Delhi,52,Female,2023-10-23,Bronze
C00192,Hardik,Contractor,qushiseth@example.org,New Delhi,Delhi,32,Male,2024-12-07,Bronze
C00193,Odika,Nori,arastogi@example.net,Pune,Maharashtra,24,Female,2022-12-29,Silver
C00194,Girish,Munshi,qmunshi@example.com,Ahmedabad,Gujarat,38,Male,2026-04-15,Bronze
C00195,Kavya,Dua,fbhavsar@example.org,Mumbai,Maharashtra,33,Female,2025-09-23,Silver
C00196,Girik,Sankaran,pradhankalpit@example.net,Hyderabad,Telangana,29,Female,2025-08-04,Gold
C00197,Darpan,Narayan,royirya@example.net,Bengaluru,Karnataka,49,Male,2025-03-12,Bronze
C00198,Pallavi,Behl,devika51@example.net,Bengaluru,Karnataka,47,Female,2025-02-13,Bronze
C00199,Yashica,Kala,vasatikakapur@example.org,Hyderabad,Telangana,52,Female,2024-12-06,Bronze
C00200,Inaya,Pillai,mallickupkaar@example.com,Mumbai,Maharashtra,37,Female,2023-04-02,Bronze
C00201,Atharv,Loke,goleanjali@example.net,Mumbai,Maharashtra,30,Other,2024-11-07,Gold
C00202,Dayamai,Nori,abeer22@example.net,Pune,Maharashtra,54,Female,2024-05-28,Bronze
C00203,Nandini,Boase,azaanchand@example.net,New Delhi,Delhi,60,Female,2026-06-04,Bronze
C00204,Tanveer,Puri,vsetty@example.org,Chennai,Tamil Nadu,56,Male,2026-04-09,Gold
C00205,Kala,Muni,frado02@example.org,Ahmedabad,Gujarat,56,Male,2025-04-03,Bronze
C00206,Chandran,Bumb,saanvi67@example.net,Pune,Maharashtra,60,Female,2025-02-20,Bronze
C00207,Riya,Sachdeva,tanveer81@example.com,Pune,Maharashtra,59,Female,2023-01-10,Silver
C00208,Qushi,Choudhry,vidhi84@example.org,Pune,Maharashtra,26,Female,2024-07-01,Bronze
C00209,Thomas,Rana,amblesamarth@example.com,New Delhi,Delhi,30,Female,2025-07-24,Silver
C00210,Siddharth,Devan,bimala51@example.org,Gurugram,Haryana,50,Male,2023-07-27,Gold
C00211,Widisha,Sani,kairai@example.net,Mumbai,Maharashtra,36,Male,2023-11-05,Bronze
C00212,Victor,Tella,ekbal60@example.com,Pune,Maharashtra,27,Male,2026-02-14,Bronze
C00213,Anirudh,Sharaf,munshipushti@example.net,New Delhi,Delhi,43,Male,2022-10-06,Gold
C00214,Nidhi,Sahni,ishwar60@example.com,Mumbai,Maharashtra,18,Female,2024-05-01,Bronze
C00215,Onveer,Sharma,gaurang61@example.org,Mumbai,Maharashtra,34,Female,2022-10-11,Gold
C00216,Rajata,Rattan,randhawadayita@example.net,Kolkata,West Bengal,32,Female,2025-12-09,Silver
C00217,Harinakshi,Kant,om18@example.net,Kolkata,West Bengal,57,Female,2024-09-15,Bronze
C00218,Ishaan,Wali,ikshitapanchal@example.net,Hyderabad,Telangana,37,Female,2022-08-13,Bronze
C00219,Manbir,Keer,dhingraaahana@example.org,Pune,Maharashtra,37,Other,2026-05-03,Bronze
C00220,Oscar,Dua,goelwakeeta@example.com,Pune,Maharashtra,26,Female,2023-07-14,Bronze
C00221,Saumya,Naidu,matthew71@example.com,Kolkata,West Bengal,52,Female,2022-08-22,Silver
C00222,Riya,Mitter,daksh58@example.org,Pune,Maharashtra,59,Female,2024-03-21,Bronze
C00223,Dayita,Shenoy,dbarad@example.com,Mumbai,Maharashtra,20,Female,2024-12-23,Bronze
C00224,Bhavini,Bose,tripathileena@example.com,Mumbai,Maharashtra,41,Female,2025-03-22,Silver
C00225,Benjamin,Sengupta,ekantasoni@example.net,Bengaluru,Karnataka,40,Female,2022-12-06,Bronze
C00226,Matthew,Bhatia,zchauhan@example.com,Kolkata,West Bengal,23,Female,2023-12-30,Silver
C00227,Frado,Thaman,balveerkota@example.net,Bengaluru,Karnataka,21,Male,2026-06-05,Bronze
C00228,Raksha,Sarna,janujapradhan@example.com,Pune,Maharashtra,31,Female,2023-05-19,Silver
C00229,Lila,Rege,charles51@example.com,Pune,Maharashtra,32,Female,2025-05-02,Bronze
C00230,Girindra,Raju,zayyan92@example.com,Ahmedabad,Gujarat,35,Male,2026-07-13,Bronze
C00231,Finn,Dhaliwal,dayita62@example.net,Pune,Maharashtra,29,Female,2025-02-20,Gold
C00232,Frado,Mukherjee,inarasimhan@example.net,Pune,Maharashtra,33,Female,2024-07-15,Bronze
C00233,Girik,Sampath,andrew54@example.org,Mumbai,Maharashtra,44,Female,2025-11-01,Silver
C00234,Tanish,Om,ohanda@example.org,Bengaluru,Karnataka,50,Female,2024-07-07,Bronze
C00235,Mohammed,Brahmbhatt,harrison88@example.net,Pune,Maharashtra,20,Male,2023-02-05,Gold
C00236,Baljiwan,Nayar,krishadube@example.org,New Delhi,Delhi,47,Female,2024-11-08,Bronze
C00237,Pratyush,Gandhi,abassi@example.com,Noida,Uttar Pradesh,45,Female,2024-04-17,Bronze
C00238,Wazir,Sawhney,saumya38@example.org,Ahmedabad,Gujarat,23,Female,2026-02-18,Bronze
C00239,Dayamai,Singh,jhalaksastry@example.com,Pune,Maharashtra,58,Female,2023-01-17,Silver
C00240,Baghyawati,Raja,medwin@example.net,Mumbai,Maharashtra,51,Female,2023-03-13,Silver
C00241,Lakshit,Krishna,srivastavakamya@example.net,Mumbai,Maharashtra,25,Male,2022-08-11,Silver
C00242,Harshil,Varty,manefiyaz@example.org,Hyderabad,Telangana,45,Female,2025-05-04,Bronze
C00243,Anjali,Sengupta,rajeshrichand@example.org,Mumbai,Maharashtra,43,Female,2024-01-02,Bronze
C00244,Shravya,Palla,sachdevachatresh@example.com,Mumbai,Maharashtra,34,Female,2022-10-25,Bronze
C00245,Yadavi,Prakash,libnibumb@example.com,Ahmedabad,Gujarat,23,Male,2026-03-03,Bronze
C00246,Udarsh,Bala,hardik52@example.org,Pune,Maharashtra,26,Female,2024-06-15,Silver
C00247,Balvan,Mangat,wdewan@example.net,Bengaluru,Karnataka,60,Female,2024-09-11,Bronze
C00248,Upasna,Sen,buchanirudh@example.com,New Delhi,Delhi,21,Male,2024-03-04,Silver
C00249,Tanveer,Doctor,xchoudhry@example.com,Mumbai,Maharashtra,50,Female,2023-04-22,Silver
C00250,Wazir,Mitra,battawilliam@example.com,Pune,Maharashtra,40,Male,2025-12-09,Bronze
C00251,Tanvi,Bhatnagar,tataamol@example.net,Hyderabad,Telangana,32,Male,2023-04-30,Gold
C00252,Yutika,Khurana,bishakhasanghvi@example.org,Gurugram,Haryana,57,Female,2023-01-22,Silver
C00253,Ira,Khosla,qgrover@example.net,Bengaluru,Karnataka,35,Female,2022-11-09,Bronze
C00254,Frederick,Viswanathan,ekansh88@example.net,Hyderabad,Telangana,40,Female,2024-08-22,Gold
C00255,Yashica,Bahri,csinghal@example.net,Bengaluru,Karnataka,22,Female,2024-04-19,Silver
C00256,Lila,Prakash,amol51@example.com,Pune,Maharashtra,31,Female,2023-07-28,Bronze
C00257,Wridesh,Chawla,kiaan05@example.net,Pune,Maharashtra,38,Male,2024-10-18,Silver
C00258,Hamsini,Gill,osrinivas@example.org,Pune,Maharashtra,27,Female,2026-04-02,Silver
C00259,Krishna,Bhatnagar,sbansal@example.org,New Delhi,Delhi,46,Female,2025-01-07,Bronze
C00260,Caleb,Iyengar,muttidayita@example.net,Mumbai,Maharashtra,31,Male,2025-01-05,Bronze
C00261,Mitali,Solanki,balhaar34@example.com,Mumbai,Maharashtra,55,Female,2024-12-15,Silver
C00262,Champak,Narula,jeet56@example.com,Pune,Maharashtra,56,Female,2024-04-30,Bronze
C00263,Ria,Raju,rachit77@example.com,Kolkata,West Bengal,34,Female,2025-10-10,Bronze
